,CHAN1,CHAN2,CHAN3,CHAN4,time
129,-9.68,2.9099999999999997,-10.896,3.92,-0.00023549999999999998
130,-9.84,2.85,-10.912,3.92,-0.00023499999999999997
131,-9.68,3.0,-10.816,4.08,-0.00023449999999999998
132,-9.84,2.88,-10.832,3.92,-0.000234
133,-9.68,3.0,-10.904,4.08,-0.00023349999999999998
134,-9.84,2.94,-10.896,3.92,-0.00023299999999999997
135,-9.68,3.03,-10.816,4.08,-0.00023249999999999996
136,-9.84,2.9699999999999998,-10.896,3.92,-0.00023199999999999997
137,-9.68,3.06,-10.832,4.08,-0.0002315
138,-9.84,3.0,-10.896,3.92,-0.00023099999999999998
139,-9.68,3.09,-10.832,4.08,-0.00023049999999999996
140,-9.84,3.03,-10.832,4.08,-0.00022999999999999998
141,-9.68,3.15,-10.904,3.92,-0.0002295
142,-9.84,3.09,-10.832,3.92,-0.00022899999999999998
143,-9.68,3.1799999999999997,-10.896,4.08,-0.00022849999999999997
144,-9.84,3.12,-10.832,3.92,-0.00022799999999999996
145,-9.68,3.21,-10.904,4.08,-0.00022749999999999997
146,-9.84,3.15,-10.816,3.92,-0.000227
147,-9.68,3.21,-10.912,4.08,-0.00022649999999999998
148,-9.84,3.1799999999999997,-10.896,4.08,-0.00022599999999999996
149,-9.68,3.3,-10.832,3.92,-0.00022549999999999998
150,-9.68,3.21,-10.832,4.08,-0.000225
151,-9.84,3.33,-10.904,3.92,-0.00022449999999999998
152,-9.68,3.27,-10.832,3.92,-0.00022399999999999997
153,-9.84,3.36,-10.904,4.08,-0.00022349999999999996
154,-9.84,3.3,-10.832,3.92,-0.00022299999999999997
155,-9.68,3.3899999999999997,-10.896,4.08,-0.0002225
156,-9.68,3.33,-10.832,4.08,-0.00022199999999999998
157,-9.84,3.4499999999999997,-10.896,3.92,-0.00022149999999999996
158,-9.84,3.36,-10.896,3.92,-0.00022099999999999998
159,-9.68,3.48,-10.816,4.08,-0.0002205
160,-9.68,3.42,-10.904,3.92,-0.00021999999999999998
161,-9.84,3.48,-10.816,4.08,-0.00021949999999999997
162,-9.84,3.4499999999999997,-10.832,3.92,-0.00021899999999999998
163,-9.68,3.51,-10.904,4.08,-0.00021849999999999997
164,-9.84,3.48,-10.944,3.92,-0.00021799999999999999
165,-9.68,3.57,-10.792,4.08,-0.00021749999999999997
166,-9.68,3.51,-10.896,3.92,-0.00021699999999999996
167,-9.84,3.5999999999999996,-10.832,4.08,-0.00021649999999999998
168,-9.68,3.51,-10.92,3.92,-0.000216
169,-9.84,3.6599999999999997,-10.824,4.08,-0.00021549999999999998
170,-9.68,3.5999999999999996,-10.896,3.92,-0.00021499999999999997
171,-9.84,3.69,-10.832,4.08,-0.00021449999999999998
172,-9.68,3.63,-10.832,3.92,-0.000214
173,-9.84,3.7199999999999998,-10.896,4.08,-0.00021349999999999999
174,-9.68,3.6599999999999997,-10.832,3.92,-0.00021299999999999997
175,-9.84,3.7199999999999998,-10.896,4.08,-0.00021249999999999996
176,-9.68,3.69,-10.904,3.92,-0.00021199999999999998
177,-9.76,3.75,-10.832,4.08,-0.0002115
178,-9.68,3.81,-10.896,3.92,-0.00021099999999999998
179,-9.76,3.7199999999999998,-10.832,4.08,-0.00021049999999999997
180,-9.76,3.78,-10.888,3.92,-0.00020999999999999998
181,-9.52,3.84,-10.832,4.08,-0.0002095
182,-9.76,3.81,-10.832,3.92,-0.00020899999999999998
183,-9.6,3.9,-10.904,4.08,-0.00020849999999999997
184,-9.76,3.84,-10.904,3.92,-0.00020799999999999996
185,-9.52,3.9,-10.824,4.08,-0.00020749999999999998
186,-9.76,3.8699999999999997,-10.832,3.92,-0.000207
187,-9.52,3.96,-10.904,4.08,-0.00020649999999999998
188,-9.76,3.9299999999999997,-10.816,4.08,-0.00020599999999999997
189,-9.52,3.9899999999999998,-10.904,3.92,-0.00020549999999999998
190,-9.6,3.96,-10.824,3.92,-0.000205
191,-9.44,4.05,-10.896,4.08,-0.00020449999999999998
192,-9.6,3.9899999999999998,-10.832,3.92,-0.00020399999999999997
193,-5.28,4.109999999999999,-10.896,4.08,-0.00020349999999999996
194,-5.2,4.08,-10.816,4.08,-0.00020299999999999997
195,3.12,-1.95,-10.904,3.92,-0.0002025
196,-1.04,-1.95,-10.904,3.92,-0.00020199999999999998
197,-10.4,2.67,-10.808,4.08,-0.00020149999999999996
198,-10.32,0.32999999999999996,-10.832,4.08,-0.00020099999999999998
199,-9.68,0.48,-10.896,3.92,-0.0002005
200,-9.68,0.44999999999999996,-10.944,3.92,-0.00019999999999999998
201,-9.84,0.51,-10.784,4.08,-0.00019949999999999997
202,-9.68,0.48,-10.8,3.92,-0.00019899999999999996
203,-9.84,0.54,-10.928,4.08,-0.00019849999999999997
204,-9.68,0.51,-10.824,4.08,-0.000198
205,-9.84,0.6,-10.904,3.92,-0.00019749999999999998
206,-9.68,0.54,-10.832,3.92,-0.00019699999999999996
207,-9.84,0.6599999999999999,-10.896,4.08,-0.00019649999999999998
208,-9.68,0.6,-10.888,3.92,-0.000196
209,-9.84,0.6599999999999999,-10.824,4.08,-0.00019549999999999998
210,-9.84,0.63,-10.832,3.92,-0.00019499999999999997
211,-9.68,0.72,-10.896,4.08,-0.00019449999999999998
212,-9.68,0.6599999999999999,-10.896,4.08,-0.00019399999999999997
213,-9.84,0.75,-10.832,3.92,-0.0001935
214,-9.84,0.69,-10.896,4.08,-0.00019299999999999997
215,-9.68,0.8099999999999999,-10.832,3.92,-0.00019249999999999996
216,-9.68,0.75,-10.832,3.92,-0.00019199999999999998
217,-9.84,0.84,-10.896,4.08,-0.0001915
218,-9.84,0.78,-10.832,3.92,-0.00019099999999999998
219,-9.68,0.87,-10.896,4.08,-0.00019049999999999997
220,-9.68,0.8099999999999999,-10.888,4.08,-0.00018999999999999998
221,-9.84,0.8999999999999999,-10.832,3.92,-0.0001895
222,-9.84,0.84,-10.832,3.92,-0.00018899999999999999
223,-9.68,0.96,-10.896,4.08,-0.00018849999999999997
224,-9.84,0.8999999999999999,-10.832,4.08,-0.00018799999999999996
225,-9.68,0.99,-10.904,3.92,-0.00018749999999999998
226,-9.84,0.9299999999999999,-10.888,3.92,-0.000187
227,-9.68,1.02,-10.832,4.08,-0.00018649999999999998
228,-9.68,0.96,-10.896,3.92,-0.00018599999999999997
229,-9.84,1.05,-10.832,4.08,-0.00018549999999999998
230,-9.68,0.99,-10.896,4.08,-0.000185
231,-9.84,1.08,-10.832,3.92,-0.00018449999999999999
232,-9.68,1.1099999999999999,-10.912,3.92,-0.00018399999999999997
233,-9.84,1.02,-10.824,4.08,-0.00018349999999999996
234,-9.84,1.08,-10.832,3.92,-0.00018299999999999998
235,-9.68,1.17,-10.896,4.08,-0.0001825
236,-9.68,1.1099999999999999,-10.832,3.92,-0.00018199999999999998
237,-9.84,1.2,-10.904,4.08,-0.00018149999999999997
238,-9.68,1.14,-10.96,3.92,-0.00018099999999999998
239,-9.84,1.23,-10.776,4.08,-0.0001805
240,-9.68,1.17,-10.912,3.92,-0.00017999999999999998
241,-9.84,1.29,-10.824,4.08,-0.00017949999999999997
242,-9.68,1.2,-10.816,3.92,-0.00017899999999999996
243,-9.84,1.3499999999999999,-10.904,4.08,-0.00017849999999999997
244,-9.68,1.26,-10.832,3.92,-0.000178
245,-9.84,1.3499999999999999,-10.904,4.08,-0.00017749999999999998
246,-9.68,1.29,-10.896,4.08,-0.000177
247,-9.84,1.38,-10.816,3.92,-0.00017649999999999998
248,-9.84,1.3199999999999998,-10.896,3.92,-0.00017599999999999997
249,-9.68,1.41,-10.832,4.08,-0.00017549999999999998
250,-9.68,1.3499999999999999,-10.832,3.92,-0.00017499999999999997
251,-9.84,1.47,-10.904,4.08,-0.00017449999999999999
252,-9.68,1.41,-10.832,4.08,-0.00017399999999999997
253,-9.84,1.5,-10.904,3.92,-0.0001735
254,-9.68,1.44,-10.904,4.08,-0.00017299999999999998
255,-9.84,1.53,-10.824,3.92,-0.0001725
256,-9.68,1.47,-10.832,4.08,-0.00017199999999999998
257,-9.84,1.56,-10.904,3.92,-0.00017149999999999997
258,-9.68,1.5,-10.896,3.92,-0.00017099999999999998
259,-9.84,1.5899999999999999,-10.824,4.08,-0.00017049999999999997
260,-9.68,1.53,-10.896,3.92,-0.00016999999999999999
261,-9.84,1.65,-10.832,4.08,-0.00016949999999999997
262,-9.84,1.5899999999999999,-10.888,4.08,-0.000169
263,-9.68,1.68,-10.832,3.92,-0.00016849999999999998
264,-9.68,1.6199999999999999,-10.832,3.92,-0.000168
265,-9.84,1.71,-10.904,4.08,-0.00016749999999999998
266,-9.68,1.65,-10.832,3.92,-0.00016699999999999997
267,-9.84,1.74,-10.896,4.08,-0.00016649999999999998
268,-9.84,1.68,-10.896,3.92,-0.00016599999999999997
269,-9.68,1.7999999999999998,-10.832,4.08,-0.00016549999999999998
270,-9.84,1.74,-10.832,3.92,-0.00016499999999999997
271,-9.68,1.8299999999999998,-10.904,4.08,-0.0001645
272,-9.68,1.77,-10.888,4.08,-0.00016399999999999997
273,-9.84,1.8599999999999999,-10.832,3.92,-0.0001635
274,-9.68,1.7999999999999998,-10.896,3.92,-0.00016299999999999998
275,-9.84,1.89,-10.824,4.08,-0.0001625
276,-9.68,1.8299999999999998,-10.944,3.92,-0.00016199999999999998
277,-9.84,1.92,-10.792,4.08,-0.00016149999999999997
278,-9.68,1.8599999999999999,-10.832,4.08,-0.00016099999999999998
279,-9.84,1.95,-10.904,3.92,-0.00016049999999999997
280,-9.68,1.89,-10.824,4.08,-0.00015999999999999999
281,-9.84,2.04,-10.912,3.92,-0.00015949999999999997
282,-9.84,1.95,-10.888,3.92,-0.000159
283,-9.68,2.04,-10.832,4.08,-0.00015849999999999998
284,-9.68,1.98,-10.888,3.92,-0.000158
285,-9.84,2.07,-10.832,4.08,-0.00015749999999999998
286,-9.84,2.01,-10.824,3.92,-0.00015699999999999997
287,-9.68,2.13,-10.904,4.08,-0.00015649999999999998
288,-9.84,2.04,-10.832,3.92,-0.00015599999999999997
289,-9.68,2.13,-10.904,4.08,-0.00015549999999999999
290,-9.68,2.1,-10.832,4.08,-0.00015499999999999997
291,-9.84,2.19,-10.896,3.92,-0.0001545
292,-9.84,2.13,-10.832,3.92,-0.00015399999999999998
293,-9.68,2.2199999999999998,-10.896,4.08,-0.0001535
294,-9.84,2.2199999999999998,-10.832,4.08,-0.00015299999999999998
295,-9.68,2.16,-10.896,3.92,-0.0001525
296,-9.84,2.19,-10.832,3.92,-0.00015199999999999998
297,-9.68,2.31,-10.904,4.08,-0.00015149999999999997
298,-9.84,2.25,-10.832,3.92,-0.00015099999999999998
299,-9.68,2.34,-10.896,4.08,-0.00015049999999999997
300,-9.84,2.28,-10.896,4.08,-0.00015
301,-9.68,2.37,-10.832,3.92,-0.00014949999999999997
302,-9.68,2.31,-10.832,3.92,-0.000149
303,-9.84,2.4,-10.896,4.08,-0.00014849999999999998
304,-9.68,2.34,-10.896,3.92,-0.000148
305,-9.84,2.4,-10.824,4.08,-0.00014749999999999998
306,-9.68,2.37,-10.832,4.08,-0.00014699999999999997
307,-9.84,2.4899999999999998,-10.896,3.92,-0.00014649999999999998
308,-9.84,2.4299999999999997,-10.832,4.08,-0.00014599999999999997
309,-9.68,2.4899999999999998,-10.896,3.92,-0.00014549999999999999
310,-9.68,2.46,-10.832,3.92,-0.00014499999999999997
311,-9.84,2.52,-10.904,4.08,-0.0001445
312,-9.84,2.4899999999999998,-10.904,4.08,-0.00014399999999999998
313,-9.68,2.55,-10.824,3.92,-0.0001435
314,-9.68,2.52,-10.8,3.92,-0.00014299999999999998
315,-9.84,2.6399999999999997,-10.944,4.08,-0.0001425
316,-9.84,2.58,-10.832,3.92,-0.00014199999999999998
317,-9.68,2.6399999999999997,-10.888,4.08,-0.00014149999999999997
318,-9.68,2.58,-10.912,3.92,-0.00014099999999999998
319,-9.84,2.6999999999999997,-10.816,4.08,-0.00014049999999999997
320,-9.84,2.6399999999999997,-10.832,3.92,-0.00014
321,-9.68,2.6999999999999997,-10.896,4.08,-0.00013949999999999998
322,-9.68,2.73,-10.832,3.92,-0.000139
323,-9.84,2.67,-10.888,4.08,-0.00013849999999999998
324,-9.68,2.6999999999999997,-10.824,3.92,-0.000138
325,-9.84,2.79,-10.904,4.08,-0.00013749999999999998
326,-9.68,2.76,-10.832,3.92,-0.00013699999999999997
327,-9.84,2.82,-10.896,4.08,-0.00013649999999999998
328,-9.84,2.79,-10.832,4.08,-0.00013599999999999997
329,-9.68,2.85,-10.904,3.92,-0.0001355
330,-9.84,2.82,-10.832,3.92,-0.00013499999999999997
331,-9.68,2.88,-10.904,4.08,-0.0001345
332,-9.84,2.85,-10.832,3.92,-0.00013399999999999998
333,-9.68,2.9099999999999997,-10.904,4.08,-0.0001335
334,-9.84,2.88,-10.896,4.08,-0.00013299999999999998
335,-9.68,2.9699999999999998,-10.832,3.92,-0.00013249999999999997
336,-9.84,2.94,-10.888,3.92,-0.00013199999999999998
337,-9.68,3.03,-10.832,4.08,-0.00013149999999999997
338,-9.68,2.9699999999999998,-10.832,3.92,-0.00013099999999999999
339,-9.84,3.03,-10.896,4.08,-0.00013049999999999997
340,-9.84,3.0,-10.832,4.08,-0.00013
341,-9.68,3.06,-10.896,3.92,-0.00012949999999999998
342,-9.68,3.03,-10.832,3.92,-0.000129
343,-9.84,3.12,-10.904,4.08,-0.00012849999999999998
344,-9.84,3.09,-10.832,3.92,-0.000128
345,-9.68,3.15,-10.896,4.08,-0.00012749999999999998
346,-9.84,3.12,-10.832,3.92,-0.00012699999999999997
347,-9.68,3.1799999999999997,-10.896,4.08,-0.00012649999999999998
348,-9.68,3.15,-10.832,3.92,-0.00012599999999999997
349,-9.84,3.21,-10.904,4.08,-0.0001255
350,-9.84,3.1799999999999997,-10.952,4.08,-0.00012499999999999998
351,-9.68,3.2399999999999998,-10.8,3.92,-0.0001245
352,-9.84,3.1799999999999997,-10.904,4.08,-0.00012399999999999998
353,-9.68,3.3,-10.808,3.92,-0.0001235
354,-9.68,3.33,-10.904,4.08,-0.00012299999999999998
355,-9.84,3.2399999999999998,-10.824,3.92,-0.00012249999999999997
356,-9.84,3.36,-10.816,3.92,-0.00012199999999999998
357,-9.68,3.27,-10.896,4.08,-0.00012149999999999997
358,-9.68,3.3,-10.832,3.92,-0.00012099999999999999
359,-9.84,3.3899999999999997,-10.896,4.08,-0.00012049999999999997
360,-9.84,3.36,-10.896,3.92,-0.00011999999999999999
361,-9.68,3.42,-10.832,4.08,-0.00011949999999999998
362,-9.68,3.42,-10.816,4.08,-0.00011899999999999999
363,-9.84,3.48,-10.912,3.92,-0.00011849999999999998
364,-9.68,3.42,-10.896,4.08,-0.000118
365,-9.84,3.51,-10.832,3.92,-0.00011749999999999998
366,-9.84,3.48,-10.824,4.08,-0.00011699999999999997
367,-9.68,3.54,-10.896,3.92,-0.00011649999999999999
368,-9.68,3.48,-10.832,4.08,-0.00011599999999999997
369,-9.84,3.57,-10.896,3.92,-0.00011549999999999999
370,-9.68,3.51,-10.888,3.92,-0.00011499999999999998
371,-9.84,3.63,-10.832,4.08,-0.00011449999999999999
372,-9.68,3.57,-10.832,3.92,-0.00011399999999999998
373,-9.84,3.6599999999999997,-10.888,4.08,-0.0001135
374,-9.68,3.63,-10.824,4.08,-0.00011299999999999998
375,-9.84,3.69,-10.896,3.92,-0.00011249999999999997
376,-9.68,3.63,-10.832,4.08,-0.00011199999999999998
377,-9.84,3.7199999999999998,-10.896,3.92,-0.00011149999999999997
378,-9.68,3.6599999999999997,-10.832,4.08,-0.00011099999999999999
379,-9.76,3.75,-10.896,3.92,-0.00011049999999999998
380,-9.76,3.69,-10.832,3.92,-0.00010999999999999999
381,-9.68,3.81,-10.896,4.08,-0.00010949999999999998
382,-9.68,3.75,-10.888,4.08,-0.00010899999999999999
383,-9.76,3.84,-10.832,3.92,-0.00010849999999999998
384,-9.76,3.78,-10.832,3.92,-0.00010799999999999997
385,-9.6,3.8699999999999997,-10.904,4.08,-0.00010749999999999998
386,-9.76,3.81,-10.808,3.92,-0.00010699999999999997
387,-9.6,3.9,-10.912,4.08,-0.00010649999999999999
388,-9.76,3.84,-10.936,3.92,-0.00010599999999999997
389,-9.52,3.96,-10.784,4.08,-0.00010549999999999999
390,-9.76,3.8699999999999997,-10.832,3.92,-0.00010499999999999998
391,-9.52,3.9899999999999998,-10.904,4.08,-0.00010449999999999999
392,-9.52,3.9299999999999997,-10.896,3.92,-0.00010399999999999998
393,-9.68,4.05,-10.816,4.08,-0.0001035
394,-9.6,3.96,-10.832,4.08,-0.00010299999999999998
395,-8.88,4.05,-10.904,3.92,-0.00010249999999999997
396,-9.040000000000001,4.109999999999999,-10.896,3.92,-0.00010199999999999999
397,2.24,3.51,-10.832,4.08,-0.00010149999999999997
398,3.12,3.54,-10.816,3.92,-0.00010099999999999999
399,-7.6000000000000005,-1.95,-10.904,4.08,-0.00010049999999999998
400,-7.36,2.67,-10.816,4.08,-9.999999999999999e-05
401,-10.4,0.06,-10.904,3.92,-9.949999999999998e-05
402,-9.68,0.42,-10.832,3.92,-9.9e-05
403,-9.84,0.51,-10.904,4.08,-9.849999999999998e-05
404,-9.68,0.44999999999999996,-10.904,3.92,-9.799999999999997e-05
405,-9.84,0.54,-10.824,4.08,-9.749999999999998e-05
406,-9.68,0.51,-10.832,3.92,-9.699999999999997e-05
407,-9.84,0.6,-10.896,4.08,-9.649999999999999e-05
408,-9.68,0.54,-10.832,3.92,-9.599999999999998e-05
409,-9.84,0.63,-10.896,4.08,-9.549999999999999e-05
410,-9.68,0.6,-10.832,3.92,-9.499999999999998e-05
411,-9.84,0.6599999999999999,-10.904,4.08,-9.449999999999999e-05
412,-9.84,0.6,-10.832,4.08,-9.399999999999998e-05
413,-9.68,0.69,-10.904,3.92,-9.35e-05
414,-9.68,0.6599999999999999,-10.832,3.92,-9.299999999999998e-05
415,-9.84,0.72,-10.896,4.08,-9.249999999999997e-05
416,-9.84,0.69,-10.896,3.92,-9.199999999999999e-05
417,-9.68,0.78,-10.832,4.08,-9.149999999999997e-05
418,-9.84,0.75,-10.824,4.08,-9.099999999999999e-05
419,-9.68,0.8099999999999999,-10.896,3.92,-9.049999999999998e-05
420,-9.68,0.78,-10.896,3.92,-8.999999999999999e-05
421,-9.84,0.84,-10.832,4.08,-8.949999999999998e-05
422,-9.84,0.8099999999999999,-10.832,3.92,-8.9e-05
423,-9.68,0.87,-10.904,4.08,-8.849999999999998e-05
424,-9.84,0.84,-10.832,3.92,-8.799999999999997e-05
425,-9.68,0.8999999999999999,-10.904,4.08,-8.749999999999999e-05
426,-9.68,0.87,-10.944,3.92,-8.699999999999997e-05
427,-9.84,0.96,-10.776,4.08,-8.649999999999999e-05
428,-9.84,0.8999999999999999,-10.896,3.92,-8.599999999999998e-05
429,-9.68,0.99,-10.832,4.08,-8.549999999999999e-05
430,-9.68,0.9299999999999999,-10.824,3.92,-8.499999999999998e-05
431,-9.84,1.05,-10.904,4.08,-8.45e-05
432,-9.84,0.99,-10.832,3.92,-8.399999999999998e-05
433,-9.68,1.08,-10.904,4.08,-8.35e-05
434,-9.84,1.02,-10.832,3.92,-8.299999999999998e-05
435,-9.68,1.1099999999999999,-10.904,4.08,-8.249999999999997e-05
436,-9.84,1.08,-10.888,4.08,-8.199999999999999e-05
437,-9.68,1.14,-10.832,3.92,-8.149999999999998e-05
438,-9.68,1.1099999999999999,-10.832,3.92,-8.099999999999999e-05
439,-9.84,1.17,-10.896,4.08,-8.049999999999998e-05
440,-9.84,1.14,-10.832,3.92,-7.999999999999999e-05
441,-9.68,1.2,-10.896,4.08,-7.949999999999998e-05
442,-9.68,1.17,-10.904,3.92,-7.9e-05
443,-9.84,1.23,-10.832,4.08,-7.849999999999998e-05
444,-9.84,1.2,-10.832,3.92,-7.799999999999997e-05
445,-9.68,1.3199999999999998,-10.904,4.08,-7.749999999999999e-05
446,-9.84,1.26,-10.816,3.92,-7.699999999999997e-05
